kata,primary_pos,all_pos
persebadanan,Nomina,Nomina
pemacekan,Nomina,Nomina
koitus,Nomina,Nomina
liwat,Nomina,Nomina
bestialitas,Nomina,Nomina
semburit,Nomina,Nomina;Kasar
fornikasi,Nomina,Nomina
entente,Nomina,Nomina;Politik dan Pemerintahan
perjanjian,Nomina,Nomina
konkordat,Nomina,Nomina;Agama Katolik
dading,Nomina,Nomina;Hukum
kompromi,Nomina,Nomina
fiat,Nomina,Nomina
persetujuan prinsip,Ekonomi dan Keuangan,Ekonomi dan Keuangan
itifak,Nomina,Nomina;Arab
rental,Nomina,Nomina
pemanasan,Nomina,Nomina
praregistrasi,Nomina,Nomina
silang lengkap,Perikanan,Perikanan
silang ganda,Perikanan,Perikanan
silang dua sifat,Perikanan,Perikanan
hibridisasi,Nomina,Nomina
prapatan,Nomina,Nomina;Cakapan
sefalotoraks,Nomina,Nomina
konflik kepentingan,Hukum,Hukum
percis,Adjektiva,Adjektiva;Cakapan
obviatif,Nomina,Nomina;Linguistik
proksimat,Nomina,Nomina;Linguistik
dia,Pronomina,Pronomina
operator pemrosesan data,Komputer,Komputer
perangkat keras dasar,Komputer,Komputer
stipulasi,Nomina,Nomina
persyaratan kerja,Administrasi dan Kepegawaian,Administrasi dan Kepegawaian
hankam,Nomina,Nomina;akronim
hankamnas,Nomina,Nomina;akronim
hankamrata,Nomina,Nomina;akronim
hankamneg,Nomina,Nomina;akronim
hanra,Nomina,Nomina;akronim
hansip,Nomina,Nomina;akronim
hanud,Nomina,Nomina;akronim
hanwil,Nomina,Nomina;akronim
ribatat,Nomina,Nomina;Arab
biras,Nomina,Nomina
persangkutan,Nomina,Nomina
perpautan,Nomina,Nomina
prima,Adjektiva,Adjektiva
kesatu,Numeralia,Numeralia
memula,Verba,Verba
bungaran,Adjektiva,Adjektiva;Arkais
mula-mula,Adverbia,Adverbia
bermula-mula,Adverbia,Adverbia
fotokonduksi,Nomina,Nomina;Fisika
fotokonduktivitas,Nomina,Nomina;Fisika
muai panjang,Fisika,Fisika
peledakan penduduk,Demografi,Demografi
kresendo,Adjektiva,Adjektiva;Musik
dahiang baya,Nomina,Nomina;Dayak
kaladuta,Nomina,Nomina;Sanskerta
himudu,Nomina,Nomina;Gorontalo
kejuaraan,Nomina,Nomina
turnamen,Nomina,Nomina;Olahraga
pertandingan final,Olahraga,Olahraga
pertandingan resmi,Olahraga,Olahraga
pertandingan tim,Olahraga,Olahraga
dwitarung,Nomina,Nomina
pertandingan putaran akhir,Olahraga,Olahraga
pertandingan babak pendahuluan,Olahraga,Olahraga
tanding ganda,Olahraga,Olahraga
kompetisi penuh,Olahraga,Olahraga
invitasi,Nomina,Nomina
paralimpiade,Nomina,Nomina
partai hidup mati,kiasan,kiasan
derbi,Nomina,Nomina;Olahraga
partai uji coba,Olahraga,Olahraga
rubber set,Ungkapan,Ungkapan;Inggris;Olahraga
pertandingan tandang,Olahraga,Olahraga
pertandingan kandang,Olahraga,Olahraga
pertandingan hiburan,Olahraga,Olahraga
pertandingan ekshibisi,Olahraga,Olahraga
pertandingan antarregu,Olahraga,Olahraga
pertandingan persahabatan,Olahraga,Olahraga
pertandingan besar,Olahraga,Olahraga
setengah kompetisi,Olahraga,Olahraga
asuransi,Nomina,Nomina;Cakapan
koasuransi,Nomina,Nomina
pertanggungjawaban pidana orang tua,Hukum,Hukum
periculum,Ungkapan,Ungkapan;Latin
pertanggungjawaban korporasi,Hukum,Hukum
agrikultur,Nomina,Nomina
agrisilvikultur,Nomina,Nomina
pertanian konvensional,Pertanian,Pertanian
pertanian berkelanjutan,Pertanian,Pertanian
pertanyaan langsung,Linguistik,Linguistik
pertanyaan taklangsung,Linguistik,Linguistik
pertanyaan retoris,Linguistik,Linguistik
pelungguh,Nomina,Nomina
ajar-ajar,Nomina,Nomina;Klasik
perkelahian seorang lawan seorang,Hukum,Hukum
ojung,Nomina,Nomina;Madura
gazwul fikr,Ungkapan,Ungkapan;Arab
simfisis,Nomina,Nomina;Anatomi
kombat,Nomina,Nomina
perlagaan,Nomina,Nomina
?alaqah,Ungkapan,Ungkapan;Arab
tatap muka,Nomina,Nomina
resepsi,Nomina,Nomina
persamuhan,Nomina,Nomina
pepung,Nomina,Nomina
dadi,Nomina,Nomina
sinaps,Nomina,Nomina
lokakarya,Nomina,Nomina
raimuna,Nomina,Nomina
taklimat,Nomina,Nomina
perulasan,Nomina,Nomina
jambore,Nomina,Nomina
meet-the-press,Ungkapan,Ungkapan;Inggris
diskusi,Nomina,Nomina
séance,Ungkapan,Ungkapan;Prancis
balonggar,Nomina,Nomina;Bacan
reuni,Nomina,Nomina
beleran,Nomina,Nomina;Sekayu
praseminar,Nomina,Nomina
kaukus,Nomina,Nomina
kumbakarnan,Nomina,Nomina;Jawa
sarasehan,Nomina,Nomina
papasan,Nomina,Nomina
masyhadat,Nomina,Nomina;Arab
persuaan,Nomina,Nomina
mulakat,Nomina,Nomina
mezzo,Ungkapan,Ungkapan;Italia;Musik
kelahi,Nomina,Nomina
muhajat,Nomina,Nomina
kesumat,Nomina,Nomina
perlawanan,Nomina,Nomina
kontradiksi,Nomina,Nomina
kulturkampf,Ungkapan,Ungkapan;Jerman
iambus,Nomina,Nomina;Sastra
kihanat,Nomina,Nomina;Arkais
konsiderasi,Nomina,Nomina
asas kriminalitas diperluas,Hukum,Hukum
konsiderans,Nomina,Nomina
taufik,Nomina,Nomina
inayat,Nomina,Nomina;Arab
petualangan,Nomina,Nomina
avontur,Nomina,Nomina
hak purba,Hukum,Hukum
pasar global,Perdagangan,Perdagangan
swap,Nomina,Nomina
operasi baris elementer,Matematika,Matematika
pertukaran data elektronik,Komputer,Komputer
prostitusi,Nomina,Nomina
sistem jaringan,Ekonomi dan Keuangan,Ekonomi dan Keuangan
pertukaran data elektronik keuangan,Komputer,Komputer
konjungtur,Nomina,Nomina;Ekonomi dan Keuangan
sendelan,Nomina,Nomina;Madura
konsultasi,Nomina,Nomina
rokade,Nomina,Nomina;Olahraga
alih kedudukan,Kimia,Kimia
penangguhan singkat,Olahraga,Olahraga
tukar ujung meja,Olahraga,Olahraga
metabolisme,Nomina,Nomina;Kimia
persilihan,Nomina,Nomina
alternasi,Nomina,Nomina
gigantisme,Nomina,Nomina;Kedokteran dan Fisiologi
ginekomastia,Nomina,Nomina;Kedokteran dan Fisiologi
poliferasi,Nomina,Nomina
penggabungan butir air,Meteorologi,Meteorologi
karunkel,Nomina,Nomina
ratak,Nomina,Nomina
pjt,Nomina,Nomina;singkatan
mioma,Nomina,Nomina
neoplasma,Nomina,Nomina;Kedokteran dan Fisiologi
alogotrofia,Nomina,Nomina;Kedokteran dan Fisiologi
kerunkel,Nomina,Nomina
hipertrikosis,Nomina,Nomina
hirsutisme,Nomina,Nomina;Kedokteran dan Fisiologi
epitaksi,Nomina,Nomina;Fisika
etiolasi,Nomina,Nomina;Biologi
eksostosis,Nomina,Nomina;Kedokteran dan Fisiologi
karan,Nomina,Nomina
pergelaran,Nomina,Nomina
matine,Nomina,Nomina;Kesenian
tayangan,Nomina,Nomina
premier,Nomina,Nomina;Perfilman
tontonan,Nomina,Nomina
pameran,Nomina,Nomina
pertunjukan pesanan,Kesenian,Kesenian
ekstravaganza,Nomina,Nomina
interlude,Ungkapan,Ungkapan;Inggris
seteleng,Nomina,Nomina;Cakapan
akrobatik,Nomina,Nomina
komidi,Nomina,Nomina
sulap,Nomina,Nomina
pantomim,Nomina,Nomina
seni drama amatir,Kesenian,Kesenian
kialan,Nomina,Nomina;Sastra
pertunjukan metafisis,Kesenian,Kesenian
duodrama,Nomina,Nomina
teater jalanan,Kesenian,Kesenian
kabaret,Nomina,Nomina
sirkus,Nomina,Nomina
hiburan bervariasi,Kesenian,Kesenian
teater citraan,Kesenian,Kesenian
maukhid,Nomina,Nomina
kuodlibet,Nomina,Nomina;Musik
konser,Nomina,Nomina
pertunjukan keajaiban,Kesenian,Kesenian
gala première,Ungkapan,Ungkapan;Prancis
première,Ungkapan,Ungkapan;Prancis
lenong,Nomina,Nomina
komedi bangsawan,Arkais,Arkais
adegan simpulan,Kesenian,Kesenian
sulapan,Nomina,Nomina
doger,Nomina,Nomina;Sunda
rakat,Nomina,Nomina;Klasik
teater eksperimental,Kesenian,Kesenian
pertunjukan teater boneka keliling,Kesenian,Kesenian
teater romawi,Kesenian,Kesenian
teater radikal,Kesenian,Kesenian
teater boneka,Kesenian,Kesenian
teater impresionisme,Kesenian,Kesenian
teater kecil,Kesenian,Kesenian
teater elektrik,Kesenian,Kesenian
drama serius,Kesenian,Kesenian
drama tari timur,Kesenian,Kesenian
teater sekolahan,Kesenian,Kesenian
teater modern,Kesenian,Kesenian
teater feminis,Kesenian,Kesenian
pertunjukan keliling,Kesenian,Kesenian
teater bawah tanah,Kesenian,Kesenian
pertunjukan siang hari,Kesenian,Kesenian
teater akademik,Kesenian,Kesenian
teater terpelajar,Kesenian,Kesenian
teater terlibat,Kesenian,Kesenian
teater spektakel,Kesenian,Kesenian
teater anak-anak,Kesenian,Kesenian
teater total,Kesenian,Kesenian
teater fisik,Kesenian,Kesenian
teater politik,Kesenian,Kesenian
teater ilusionistik,Kesenian,Kesenian
teater alegoris,Kesenian,Kesenian
opera komik,Kesenian,Kesenian
drama romawi,Kesenian,Kesenian
drama air,Kesenian,Kesenian
pertunjukan orang suci,Kesenian,Kesenian
wayangan,Nomina,Nomina
wayang keroncong,Kesenian,Kesenian
teater kasar,Kesenian,Kesenian
pertunjukan wisatawan,Kesenian,Kesenian
pertunjukan interaktif,Kesenian,Kesenian
pertunjukan kerja-tangan,Kesenian,Kesenian
bebondresan,Nomina,Nomina
pertunjukan penenang,Kesenian,Kesenian
drama ruang keseharian,Kesenian,Kesenian
atraksi,Nomina,Nomina
spektakel,Nomina,Nomina;Kesenian
sijobang,Nomina,Nomina;Minangkabau
wayang catur,Sunda,Sunda;Kesenian
pertuturan taklangsung,Linguistik,Linguistik
pertuturan komisif,Linguistik,Linguistik
evolusi,Nomina,Nomina
pelepasan awan,Hidrometeorologi,Hidrometeorologi
angin menganan,Meteorologi,Meteorologi
angin mengiri,Meteorologi,Meteorologi
hilang pijar,Teknik,Teknik
simtom,Nomina,Nomina;Kedokteran dan Fisiologi
tekanan lingkungan,Biologi,Biologi
pelapukan,Nomina,Nomina
difusi leksikal,Linguistik,Linguistik
alih bentuk,Kimia,Kimia
metamorfosis,Nomina,Nomina;Biologi
deformasi,Nomina,Nomina
deformasi batuan,Geografi dan Geologi,Geografi dan Geologi
canggaan,Nomina,Nomina;Fisika
konvolusi,Nomina,Nomina;Fisika
aeromorfosis,Nomina,Nomina;Biologi
infleksi,Nomina,Nomina;Linguistik
ikrab,Nomina,Nomina
transmogrifikasi,Nomina,Nomina
senomorfisme,Nomina,Nomina;Biologi
erotan,Nomina,Nomina;Fisika
kamuflase,Nomina,Nomina
perubahan kuantitatif,Psikologi,Psikologi
modifikasi alamat,Komputer,Komputer
lenisi,Nomina,Nomina;Linguistik
konvergensi fonemis,Linguistik,Linguistik
salin suara,Linguistik,Linguistik
transformasi massa udara,Hidrometeorologi,Hidrometeorologi
perubahan tipe,Meteorologi,Meteorologi
fototropi,Nomina,Nomina
asimilasi morfologis,Linguistik,Linguistik
tekanan morfofonemis,Linguistik,Linguistik
koefisien mutasi,Kimia,Kimia
protandri,Nomina,Nomina
pengembunan,Nomina,Nomina
konversi sistem,Komputer,Komputer
magnetostriksi,Nomina,Nomina;Fisika
xenia,Nomina,Nomina;Biologi
morfofonemik,Nomina,Nomina;Linguistik
sandi,Nomina,Nomina
komodifikasi,Nomina,Nomina
evolusi filetik,Kehutanan,Kehutanan
sublimasi,Nomina,Nomina;Psikologi
pemulihan ekonomi,Ekonomi dan Keuangan,Ekonomi dan Keuangan
pelepasan kabut,Meteorologi,Meteorologi
alur balik,Sastra,Sastra
raut kecepatan logaritmik,Hidrometeorologi,Hidrometeorologi
percepatan vektor,Elektronika,Elektronika
desain inkremental,Komputer,Komputer
mobilitas sosial,Politik dan Pemerintahan,Politik dan Pemerintahan
perputaran zaman,kiasan,kiasan
halmirolisis,Nomina,Nomina;Kimia
mutasi gen,Zoologi,Zoologi
pemasakan,Nomina,Nomina
palatalisasi,Nomina,Nomina;Linguistik
peyorasi,Nomina,Nomina;Linguistik
gangguan ionosfer mendadak,Meteorologi,Meteorologi
megadigma,Nomina,Nomina
geser angin,Meteorologi,Meteorologi
perubahan nada suara,Kesenian,Kesenian
magnetohambatan,Nomina,Nomina;Fisika
rekapitalisasi,Nomina,Nomina
afek,Nomina,Nomina;Kedokteran dan Fisiologi
efek posisi,Biologi,Biologi
seruakan tekanan,Hidrometeorologi,Hidrometeorologi
konsekrasi,Nomina,Nomina;Agama Katolik
transformasi,Nomina,Nomina;Linguistik
kreolisasi,Nomina,Nomina;Linguistik
reformasi,Nomina,Nomina
pirolisis,Nomina,Nomina
transdiferensia,Nomina,Nomina
paralaks,Nomina,Nomina
mutasi adaptif,Zoologi,Zoologi
volte-face,Ungkapan,Ungkapan;Prancis
metamorfisme,Nomina,Nomina;Geografi dan Geologi
mutasi membalik,Kimia,Kimia
pasang surut termal,Hidrometeorologi,Hidrometeorologi
perubahan kualitatif,Psikologi,Psikologi
sandi ton,Linguistik,Linguistik
mutatus,Nomina,Nomina;Meteorologi
penerimaan marginal,Ekonomi dan Keuangan,Ekonomi dan Keuangan
ablaut,Nomina,Nomina;Linguistik
pemucatan,Nomina,Nomina
perubahan suhu dinamik,Hidrometeorologi,Hidrometeorologi
emendasi,Nomina,Nomina
prosede,Nomina,Nomina;Linguistik
daur niaga,Perdagangan,Perdagangan
dismutasi,Nomina,Nomina;Kimia
adiabat,Nomina,Nomina;Fisika
mumifikasi,Nomina,Nomina
perputaran dunia,kiasan,kiasan
iterasi,Nomina,Nomina;Komputer
asonansi,Nomina,Nomina;Sastra
upasaka,Nomina,Nomina;Agama Buddha
upasika,Nomina,Nomina
repok,Adjektiva,Adjektiva;Sunda
tamsilan,Nomina,Nomina
teoretisi,Nomina,Nomina
formulasi,Nomina,Nomina
marginalisme,Nomina,Nomina
reformulasi,Verba,Verba
renegosiasi,Nomina,Nomina
perasanan,Nomina,Nomina
pemufakatan,Nomina,Nomina
suratan,Nomina,Nomina
aktinodrom,Nomina,Nomina;Biologi
akrodron,Nomina,Nomina;Biologi
penjilidan,Nomina,Nomina
pemilik sewa guna usaha,Ekonomi dan Keuangan,Ekonomi dan Keuangan
penyedia informasi,Komputer,Komputer
pdam,Nomina,Nomina;singkatan
sogo,Nomina,Nomina
perjan,Nomina,Nomina;akronim
pjka,Nomina,Nomina;singkatan
pln,Nomina,Nomina;singkatan
perusahaan pelat merah,Cakapan,Cakapan
reasuradur,Nomina,Nomina
pn,Nomina,Nomina;singkatan
penggergajian,Nomina,Nomina
balai pustaka,Nomina,Nomina
dekakorn,Nomina,Nomina
hektokorn,Nomina,Nomina
rantai surat kabar,Ilmu Komunikasi,Ilmu Komunikasi
perseroda,Nomina,Nomina;akronim
unikorn,Nomina,Nomina;Perdagangan
perum bulog,akronim,akronim
perumda,Nomina,Nomina;akronim
perum damri,akronim,akronim
perum peruri,akronim,akronim
perum perumnas,akronim,akronim
perum pfn,akronim,akronim
perusahaan penilai,Ekonomi dan Keuangan,Ekonomi dan Keuangan
anak perusahaan,Ekonomi dan Keuangan,Ekonomi dan Keuangan
perusahaan pengelola dana,Ekonomi dan Keuangan,Ekonomi dan Keuangan
penyedia kehadiran internet,Komputer,Komputer
perusahaan multinasional,Ekonomi dan Keuangan,Ekonomi dan Keuangan
perusahaan asing,Ekonomi dan Keuangan,Ekonomi dan Keuangan
perusahaan terafiliasi,Hukum,Hukum
perusahaan nasional,Ekonomi dan Keuangan,Ekonomi dan Keuangan
sitolisis,Nomina,Nomina;Kedokteran dan Fisiologi
elektrokoagulasi,Nomina,Nomina;Kedokteran dan Fisiologi
destruksi,Nomina,Nomina
penggentaran,Nomina,Nomina
garba,Nomina,Nomina;Klasik
kantong nasi,kiasan,kiasan
bungkiang,Nomina,Nomina;Sunda
omasum,Nomina,Nomina
abomasum,Nomina,Nomina;Biologi
tian,Nomina,Nomina
rumen,Nomina,Nomina
kerempung,Nomina,Nomina;Arkais
busieh,Nomina,Nomina;Melayu Riau
perutean dinamik,Komputer,Komputer
deputasi,Nomina,Nomina
eksteritorialitas,Nomina,Nomina;Hukum
karakterisasi,Nomina,Nomina;Kesenian
opsir,Nomina,Nomina;Arkais
ordonans,Nomina,Nomina;Kemiliteran
ahli mesin kapal,Pelayaran,Pelayaran
pacad,Nomina,Nomina;akronim
subuco,Nomina,Nomina
pamen,Nomina,Nomina;akronim
palaksa,Nomina,Nomina;Pelayaran;akronim
paban,Nomina,Nomina;akronim
pabung,Nomina,Nomina;akronim
papera,Nomina,Nomina;akronim
pama,Nomina,Nomina;akronim
oditur jenderal,Hukum,Hukum
ajudan,Nomina,Nomina;Kemiliteran
aide de camp,Ungkapan,Ungkapan;Prancis;Kemiliteran
konkretisasi,Nomina,Nomina
manifestasi,Nomina,Nomina
uranus,Nomina,Nomina
diagram iklim,Hidrometeorologi,Hidrometeorologi
madona,Nomina,Nomina
advisori,Nomina,Nomina
saingan,Nomina,Nomina
sipesan,Nomina,Nomina
pesan-pesan,Nomina,Nomina
buk,Nomina,Nomina
wangsit,Nomina,Nomina
wasiat,Nomina,Nomina
twit,Nomina,Nomina
pengakuan,Nomina,Nomina
wanti-wanti,Nomina,Nomina
tausiah,Nomina,Nomina;Arab
sanlat,Nomina,Nomina;akronim
faksimile,Nomina,Nomina;Ilmu Komunikasi
televisi,Nomina,Nomina
birofaks,Nomina,Nomina
superjet,Nomina,Nomina
mustang,Nomina,Nomina
pesawat nirawak,Kedirgantaraan,Kedirgantaraan
katalina,Nomina,Nomina
helikopter,Nomina,Nomina
telegraf,Nomina,Nomina
teleprinter,Nomina,Nomina
pesawat sipil,Penerbangan,Penerbangan
pesawat komersial,Penerbangan,Penerbangan
aerodine,Nomina,Nomina
penyek,Adjektiva,Adjektiva
pipih,Adjektiva,Adjektiva
persemaian,Nomina,Nomina
rini,Nomina,Nomina
akademia,Nomina,Nomina
kawan bicara,Linguistik,Linguistik
panelis,Nomina,Nomina
kongresis,Nomina,Nomina
kontestan,Nomina,Nomina
peserta komanditer,Ekonomi dan Keuangan,Ekonomi dan Keuangan
penerima jatah saham,Hukum,Hukum
komanditer,Nomina,Nomina
kuda hitam,Olahraga,Olahraga
juru kunci,kiasan,kiasan
musyarik,Nomina,Nomina
tasyaum,Nomina,Nomina
swarawati,Nomina,Nomina
selebritas,Nomina,Nomina
megabintang,Nomina,Nomina
penyolok,Nomina,Nomina
afsun,Nomina,Nomina;Arkais
pukauan,Nomina,Nomina
perayaan,Nomina,Nomina
macerak manurung,Nomina,Nomina;Massenrengpulu
munggah,Nomina,Nomina;Sunda
catamite,Nomina,Nomina;Kimaam
pesta pora,Nomina,Nomina
pesta gila,Cakapan,Cakapan
yuwo,Nomina,Nomina;Ekari
yemenbon,Nomina,Nomina;Muyu
makan besar,kiasan,kiasan
universiade,Nomina,Nomina
molulu,Nomina,Nomina;Tolaki
animanbon,Nomina,Nomina;Muyu
kaware,Nomina,Nomina;Kamoro
falowa,Nomina,Nomina;Nias
wiwaha,Nomina,Nomina;Sanskerta
hura-hura,Adjektiva,Adjektiva
menanu ndaku,Ungkapan,Ungkapan;Tolaki
sapton,Nomina,Nomina;Sunda
cidiwacip,Nomina,Nomina;Kimaam
fumigan,Nomina,Nomina;Kimia
pakacar,Nomina,Nomina;Sunda
kacung,Nomina,Nomina
penyair,Nomina,Nomina
syair,Nomina,Nomina;Sastra
peta tekanan tetap,Meteorologi,Meteorologi
peta udara atas,Meteorologi,Meteorologi
peta ramalan,Meteorologi,Meteorologi
isogir,Nomina,Nomina;Fisika
peta sinoptis,Meteorologi,Meteorologi
peta ketebalan,Meteorologi,Meteorologi
peta isalobar,Meteorologi,Meteorologi
peta geologi tematik,Geografi dan Geologi,Geografi dan Geologi
peta ketebalan isentropik,Hidrometeorologi,Hidrometeorologi
peta prontur,Meteorologi,Meteorologi
peta kontur ramalan,Meteorologi,Meteorologi
peta ramalan permukaan,Meteorologi,Meteorologi
planisfer,Nomina,Nomina;Fisika
peta paras atas,Hidrometeorologi,Hidrometeorologi
peta kontur fron,Meteorologi,Meteorologi
peta sinoptis permukaan,Meteorologi,Meteorologi
peta isentropik,Meteorologi,Meteorologi
peta kontur,Meteorologi,Meteorologi
peta isobar,Meteorologi,Meteorologi
peta radiasi,Meteorologi,Meteorologi
peta geologi sistematik,Geografi dan Geologi,Geografi dan Geologi
peta cuaca,Meteorologi,Meteorologi
peta geologis,Geografi dan Geologi,Geografi dan Geologi
peta analisis,Meteorologi,Meteorologi
peta angin atas,Meteorologi,Meteorologi
peta tanah,Pertanian,Pertanian
hietograf,Nomina,Nomina
peta ketinggian tetap,Meteorologi,Meteorologi
peta langit,Astronomi,Astronomi
peta bintang,Astronomi,Astronomi
kemlandingan,Nomina,Nomina
kotak,Nomina,Nomina;Olahraga
bidangan,Nomina,Nomina;Arkais
ruang,Nomina,Nomina
langkupan,Nomina,Nomina
gulud,Nomina,Nomina;Jawa
delikan,Nomina,Nomina
barapan,Nomina,Nomina;Sumbawa
petak semai,Kehutanan,Kehutanan
jala citra praja yudha,Ungkapan,Ungkapan;Sanskerta
mertapal,Nomina,Nomina
sore,Nomina,Nomina
petani gurem,kiasan,kiasan
palode,Nomina,Nomina;Tolaki
peladangan,Nomina,Nomina
pertapa,Nomina,Nomina
rahib,Nomina,Nomina
ruhban,Nomina,Nomina
ruhbanat,Nomina,Nomina
araban,Nomina,Nomina;Minangkabau
long,Nomina,Nomina
belanggur,Nomina,Nomina;Using
telas,Nomina,Nomina
kombatan,Nomina,Nomina
pt.,Nomina,Nomina;singkatan
apikultur,Nomina,Nomina
peti es,Nomina,Nomina
kendaga,Nomina,Nomina
kotak barometer,Meteorologi,Meteorologi
osuari,Nomina,Nomina;Arkeologi
saharah,Nomina,Nomina;Arkais
banglo,Nomina,Nomina
lemari,Nomina,Nomina
aluang,Nomina,Nomina;Minangkabau
teromol,Nomina,Nomina
tabela,Nomina,Nomina
gerubuk,Nomina,Nomina;Madura
ulunga,Nomina,Nomina;Gorontalo
benian,Nomina,Nomina
lantuk,Nomina,Nomina;Batak
lungun,Nomina,Nomina
larnaks,Nomina,Nomina;Arkeologi
sarkofagus,Nomina,Nomina
peregasan,Nomina,Nomina
canda peti,Nomina,Nomina;Klasik
keler,Nomina,Nomina
pedadah,Nomina,Nomina
talut,Nomina,Nomina
ansuan,Nomina,Nomina;Batak
koper,Nomina,Nomina
gotes,Verba,Verba
carpe diem,Ungkapan,Ungkapan;Latin
petus,Nomina,Nomina
cemeti dewa,kiasan,kiasan
kelang,Nomina,Nomina;Madura
sekeber,Nomina,Nomina;Klasik
rafinat,Nomina,Nomina;Kimia
stormking,Nomina,Nomina
ular kembang,kiasan,kiasan
pembimbing pemasyarakatan,Hukum,Hukum
pramutamu,Nomina,Nomina
enumerator,Nomina,Nomina
pramuwisata,Nomina,Nomina
bansekower,Nomina,Nomina
penjaga garis putri,Olahraga,Olahraga
manajer pentas,Sastra,Sastra
panjarwala,Nomina,Nomina;Pelayaran
petugas rutin,Hukum,Hukum
pengarah acara lapangan,Ilmu Komunikasi,Ilmu Komunikasi
agen pembelian,Ekonomi dan Keuangan,Ekonomi dan Keuangan
pramupintu,Nomina,Nomina
verifikatur,Nomina,Nomina
pengarah pentas,Ilmu Komunikasi,Ilmu Komunikasi
hakim servis,Olahraga,Olahraga
pencatat nilai,Olahraga,Olahraga
pekaseh,Nomina,Nomina;Bali
petugas meja,Olahraga,Olahraga
pitunang,Nomina,Nomina;Minangkabau
penanda,Nomina,Nomina;Linguistik
pertunjuk,Nomina,Nomina
huda,Nomina,Nomina;Agama Islam
kontraindikasi,Nomina,Nomina
jukminum,Nomina,Nomina;akronim
hidayah,Nomina,Nomina
wahyu,Nomina,Nomina
juklap,Nomina,Nomina;akronim
tor,Nomina,Nomina;singkatan
juklak,Nomina,Nomina;akronim
p-3,Nomina,Nomina;singkatan
juknis,Nomina,Nomina;akronim
ilham,Nomina,Nomina
irsyad,Nomina,Nomina;Arab
odoran,Nomina,Nomina
odekolonye,Nomina,Nomina
lipstik,Nomina,Nomina
hena,Nomina,Nomina
teknik pewarnaan,Kimia,Kimia
warna intravital,Biologi,Biologi
pemburu berita,Ilmu Komunikasi,Ilmu Komunikasi
pewarta berita kriminal,Ilmu Komunikasi,Ilmu Komunikasi
penziarah,Nomina,Nomina
prasasti,Nomina,Nomina
tambera,Nomina,Nomina
magna charta,Latin,Latin
piala bergilir,Olahraga,Olahraga
cenangau,Nomina,Nomina
teknifon,Nomina,Nomina
klaviola,Nomina,Nomina;Musik
pianola,Nomina,Nomina
kercing,Verba,Verba
warungan,Nomina,Nomina
pidana bersyarat,Hukum,Hukum
pidana tutupan,Hukum,Hukum
biantara,Nomina,Nomina;Sunda
khotbah,Nomina,Nomina
nekrolalia,Nomina,Nomina;Psikologi
oratoria,Nomina,Nomina
pleidoi,Nomina,Nomina
wedaran,Nomina,Nomina
bilirubin,Nomina,Nomina
melanin,Nomina,Nomina
titanium dioksida,Kimia,Kimia
hijau paris,Kimia,Kimia
astaksantin,Nomina,Nomina
miksosantin,Nomina,Nomina
zeaksantin,Nomina,Nomina
xantofil,Nomina,Nomina;Botani
etiolin,Nomina,Nomina
antosianin,Nomina,Nomina;Kimia
karotena,Nomina,Nomina;Kimia
santaksantin,Nomina,Nomina
fukosantin,Nomina,Nomina;Kimia
rodopsin,Nomina,Nomina
pigmen pelengkap,Biologi,Biologi
fitokrom,Nomina,Nomina;Biologi
akroglobin,Nomina,Nomina;Biologi
siena,Nomina,Nomina;Kimia
apigenin,Nomina,Nomina;Kimia
iodopsin,Nomina,Nomina;Anatomi
pigmen biru violet,Kimia,Kimia
hematin,Nomina,Nomina;Biologi
abawi,Nomina,Nomina
oponen,Nomina,Nomina
kustodian,Nomina,Nomina;Ekonomi dan Keuangan
ajoli,Adjektiva,Adjektiva;Wolio
akilah,Nomina,Nomina
pewenang,Nomina,Nomina
audite,Nomina,Nomina
kuasa pemegang saham,Ekonomi dan Keuangan,Ekonomi dan Keuangan
perusahaan sekuritas,Ekonomi dan Keuangan,Ekonomi dan Keuangan
asurador,Nomina,Nomina
pemilik data,Hukum,Hukum
kreditur awal,Ekonomi dan Keuangan,Ekonomi dan Keuangan
pengawas modal saham,Ekonomi dan Keuangan,Ekonomi dan Keuangan
litigant,Ungkapan,Ungkapan;Prancis
sanggurdi,Nomina,Nomina;Anatomi
ailakua,Nomina,Nomina;Alune
pedal,Nomina,Nomina
taran,Verba,Verba;Banjar
urut,Adjektiva,Adjektiva
pisit,Verba,Verba
pincuk,Nomina,Nomina
gagas,Verba,Verba
delusi,Nomina,Nomina;Psikologi
akal sehat,kiasan,kiasan
berpiknik,Verba,Verba
angkring,Nomina,Nomina
sundung,Nomina,Nomina;Sunda
polipil,Nomina,Nomina
kenini,Nomina,Nomina;Sanskerta
dragée,Ungkapan,Ungkapan;Latin
entweder oder,Ungkapan,Ungkapan;Jerman
alternatif,Nomina,Nomina
prinsip realitas,Psikologi,Psikologi
diksi,Nomina,Nomina;Linguistik
pilihan hidup dan bersama,Ekonomi dan Keuangan,Ekonomi dan Keuangan
pilihan bunga,Ekonomi dan Keuangan,Ekonomi dan Keuangan
pilihan cara penyelesaian,Ekonomi dan Keuangan,Ekonomi dan Keuangan
khiy?rul-majlis,Ungkapan,Ungkapan;Arab
khiy?rusy-syar?i,Ungkapan,Ungkapan;Arab
khiar,Nomina,Nomina
untir,Nomina,Nomina
pintal,Verba,Verba
idas,Nomina,Nomina
